SERIAL_NUMBER,OH_INV,ORDER_NUMBER,DESCRIPTION,SEGMENT1,NAME,TRANSACTION_ID,SHIPMENT_NUMBER,SCHEDULE_SHIP_DATE,SCHEDULE_SHIP_DATE,SCHEDULE_ARRIVAL_DATE,ADDRESSEE,CONFIRM_DATE,ADDRESS1,CITY,STATE,POSTAL_CODE,COUNTRY,CREATION_DATE,Delivery ID,PRO#/Tracking#,TMS_REG
57-60581543,1/26/2022,6222967,SelfServ 88 Interactive Teller,6688MC2305,Site Order US,5178828804,108213958,1/26/2022 23:59,1/26/2022 23:59,1/31/2022 23:59,R.W. Dake Massachusetts,1/27/2022 21:56,6 OPPORTUNITY WAY UNIT 6,NEWBURYPORT,MA,01950-4043,US,1/27/2022 21:56,108213958,#N/A,EMAIL
57-60581538,1/26/2022,6222970,SelfServ 88 Interactive Teller,6688MC2305,Site Order US,5178828830,108213959,1/26/2022 23:59,1/26/2022 23:59,1/31/2022 23:59,R.W. Dake Massachusetts,1/27/2022 21:56,6 OPPORTUNITY WAY UNIT 6,NEWBURYPORT,MA,01950-4043,US,1/27/2022 21:56,108213959,#N/A,EMAIL
57-60581529,1/26/2022,6222971,SelfServ 88 Interactive Teller,6688MC2305,Site Order US,5178829283,108213960,1/26/2022 23:59,1/26/2022 23:59,1/31/2022 23:59,R.W. Dake Massachusetts,1/27/2022 21:57,6 OPPORTUNITY WAY UNIT 6,NEWBURYPORT,MA,01950-4043,US,1/27/2022 21:57,108213960,#N/A,EMAIL
57-60581536,1/26/2022,6222972,SelfServ 88 Interactive Teller,6688MC2305,Site Order US,5178829385,108213961,1/26/2022 23:59,1/26/2022 23:59,1/31/2022 23:59,R.W. Dake Massachusetts,1/27/2022 21:57,6 OPPORTUNITY WAY UNIT 6,NEWBURYPORT,MA,01950-4043,US,1/27/2022 21:58,108213961,#N/A,EMAIL
57-60581537,1/26/2022,6222973,SelfServ 88 Interactive Teller,6688MC2305,Site Order US,5178829739,108213963,1/26/2022 23:59,1/26/2022 23:59,1/31/2022 23:59,R.W. Dake Massachusetts,1/27/2022 21:58,6 OPPORTUNITY WAY UNIT 6,NEWBURYPORT,MA,01950-4043,US,1/27/2022 21:58,108213963,#N/A,EMAIL
57-60581530,1/26/2022,6222974,SelfServ 88 Interactive Teller,6688MC2305,Site Order US,5178829858,108213965,1/26/2022 23:59,1/26/2022 23:59,1/31/2022 23:59,R.W. Dake Massachusetts,1/27/2022 21:58,6 OPPORTUNITY WAY UNIT 6,NEWBURYPORT,MA,01950-4043,US,1/27/2022 21:59,108213965,#N/A,EMAIL
57-60581534,1/26/2022,6222975,SelfServ 88 Interactive Teller,6688MC2305,Site Order US,5178830230,108213966,1/26/2022 23:59,1/26/2022 23:59,1/31/2022 23:59,R.W. Dake Massachusetts,1/27/2022 22:00,6 OPPORTUNITY WAY UNIT 6,NEWBURYPORT,MA,01950-4043,US,1/27/2022 22:00,108213966,#N/A,EMAIL
57-60581542,1/26/2022,6222976,SelfServ 88 Interactive Teller,6688MC2305,Site Order US,5178830576,108213970,1/26/2022 23:59,1/26/2022 23:59,1/31/2022 23:59,R.W. Dake Massachusetts,1/27/2022 22:00,6 OPPORTUNITY WAY UNIT 6,NEWBURYPORT,MA,01950-4043,US,1/27/2022 22:01,108213970,#N/A,EMAIL
57-60581541,1/26/2022,6222977,SelfServ 88 Interactive Teller,6688MC2305,Site Order US,5178830986,108213971,1/26/2022 23:59,1/26/2022 23:59,1/31/2022 23:59,R.W. Dake Massachusetts,1/27/2022 22:01,6 OPPORTUNITY WAY UNIT 6,NEWBURYPORT,MA,01950-4043,US,1/27/2022 22:01,108213971,#N/A,EMAIL
57-60581532,1/27/2022,6222978,SelfServ 88 Interactive Teller,6688MC2305,Site Order US,5180690628,108250571,1/26/2022 23:59,1/26/2022 23:59,1/31/2022 23:59,R.W. Dake Connecticut,1/28/2022 22:46,1070 N FARMS RD STE 3,WALLINGFORD,CT,06492-5931,US,1/28/2022 22:46,108250571,#N/A,EMAIL
57-60581526,1/27/2022,6222979,SelfServ 88 Interactive Teller,6688MC2305,Site Order US,5180691412,108250570,1/26/2022 23:59,1/26/2022 23:59,1/31/2022 23:59,R.W. Dake Connecticut,1/28/2022 22:46,1070 N FARMS RD STE 3,WALLINGFORD,CT,06492-5931,US,1/28/2022 22:47,108250570,#N/A,EMAIL
57-60581539,1/27/2022,6222980,SelfServ 88 Interactive Teller,6688MC2305,Site Order US,5180691432,108250567,1/26/2022 23:59,1/26/2022 23:59,1/31/2022 23:59,R.W. Dake Connecticut,1/28/2022 22:47,1070 N FARMS RD STE 3,WALLINGFORD,CT,06492-5931,US,1/28/2022 22:48,108250567,#N/A,EMAIL
57-60581522,1/27/2022,6248671,SelfServ 88 Interactive Teller,6688MC2305,Site Order US,5180691773,108250565,1/26/2022 23:59,1/26/2022 23:59,1/31/2022 23:59,R.W. Dake Connecticut,1/28/2022 22:48,1070 N FARMS RD STE 3,WALLINGFORD,CT,06492-5931,US,1/28/2022 22:48,108250565,#N/A,EMAIL
57-60581528,1/27/2022,6248672,SelfServ 88 Interactive Teller,6688MC2305,Site Order US,5180691796,108250564,1/26/2022 23:59,1/26/2022 23:59,1/31/2022 23:59,R.W. Dake Connecticut,1/28/2022 22:49,1070 N FARMS RD STE 3,WALLINGFORD,CT,06492-5931,US,1/28/2022 22:49,108250564,#N/A,EMAIL
57-60581533,1/27/2022,6248673,SelfServ 88 Interactive Teller,6688MC2305,Site Order US,5180692413,108250563,1/26/2022 23:59,1/26/2022 23:59,1/31/2022 23:59,R.W. Dake Connecticut,1/28/2022 22:50,1070 N FARMS RD STE 3,WALLINGFORD,CT,06492-5931,US,1/28/2022 22:50,108250563,#N/A,EMAIL
57-60581524,1/27/2022,6248674,SelfServ 88 Interactive Teller,6688MC2305,Site Order US,5180692727,108250558,1/26/2022 23:59,1/26/2022 23:59,1/31/2022 23:59,R.W. Dake Connecticut,1/28/2022 22:51,1070 N FARMS RD STE 3,WALLINGFORD,CT,06492-5931,US,1/28/2022 22:51,108250558,#N/A,EMAIL
57-60581545,1/27/2022,6248675,SelfServ 88 Interactive Teller,6688MC2305,Site Order US,5180692837,108250557,1/26/2022 23:59,1/26/2022 23:59,1/31/2022 23:59,R.W. Dake Connecticut,1/28/2022 22:51,1070 N FARMS RD STE 3,WALLINGFORD,CT,06492-5931,US,1/28/2022 22:52,108250557,#N/A,EMAIL
57-60581544,1/27/2022,6248685,SelfServ 88 Interactive Teller,6688MC2305,Site Order US,5180693964,108250792,1/26/2022 23:59,1/26/2022 23:59,1/31/2022 23:59,R.W. Dake Connecticut,1/28/2022 22:54,1070 N FARMS RD STE 3,WALLINGFORD,CT,06492-5931,US,1/28/2022 22:54,108250792,#N/A,EMAIL
57-60583355,1/27/2022,6267456,SelfServ23 (S2),6623MC2625,Site Order US,5184287399,108328670,1/28/2022 23:59,1/28/2022 23:59,1/31/2022 23:59,PNC BANK #Vignola NJ,1/31/2022 14:42,160 HEWITT AVE,HAMILTON TOWNSHIP,NJ,08611-3226,US,1/31/2022 14:42,108328670,#N/A,EMAIL
57-60583356,1/27/2022,6267457,SelfServ23 (S2),6623MC2625,Site Order US,5184287276,108328671,1/28/2022 23:59,1/28/2022 23:59,1/29/2022 23:59,PNC BANK #Vignola NJ,1/31/2022 14:40,160 HEWITT AVE,HAMILTON TOWNSHIP,NJ,08611-3226,US,1/31/2022 14:41,108328671,#N/A,EMAIL
57-60583846,1/27/2022,6285609,SS84 Standardize Walk Up Catalog,6684MC7676,Site Order US,5184421721,108333990,1/28/2022 23:59,1/28/2022 23:59,1/31/2022 23:59,CATHAY BANK C/O SECURITY VAULT WORKS,1/31/2022 16:21,14355 RAMONA AVE,CHINO,CA,91710,US,1/31/2022 16:21,108333990,#N/A,EMAIL
57-60583851,1/27/2022,6285610,SS84 Standardize Walk Up Catalog,6684MC7676,Site Order US,5184425555,108333989,1/28/2022 23:59,1/28/2022 23:59,1/31/2022 23:59,SECURITY VAULT WORKS,1/31/2022 16:23,2241 NATIONAL AVE,HAYWARD,CA,94545-1715,US,1/31/2022 16:23,108333989,#N/A,EMAIL
57-60583849,1/28/2022,6285613,SS84 Standardize Walk Up Catalog,6684MC7676,Site Order US,5180613193,108247175,1/28/2022 23:59,1/28/2022 23:59,1/31/2022 23:59,SECURITY VAULT WORKS,1/28/2022 20:44,2241 NATIONAL AVE,HAYWARD,CA,94545-1715,US,1/28/2022 20:45,108247175,#N/A,EMAIL
57-60583931,1/28/2022,6299088,SS84 Digitze Drive Up Catalog,6684MC7698,Site Order US,5188824400,108378211,2/2/2022 23:59,2/2/2022 23:59,2/8/2022 23:59,Teachers Credit Union - QSI,2/2/2022 20:44,107 SCHULER DR,BARDSTOWN,KY,40004-3201,US,2/2/2022 20:44,108378211,#N/A,EMAIL
57-60583852,1/28/2022,6285614,SS84 Standardize Walk Up Catalog,6684MC7676,Site Order US,5180611266,108247176,1/28/2022 23:59,1/28/2022 23:59,1/31/2022 23:59,SECURITY VAULT WORKS,1/28/2022 20:43,2241 NATIONAL AVE,HAYWARD,CA,94545-1715,US,1/28/2022 20:44,108247176,#N/A,EMAIL
57-60583853,1/28/2022,6285621,SS84 Standardize Walk Up Catalog,6684MC7676,Site Order US,5180610767,108247177,1/28/2022 23:59,1/28/2022 23:59,1/31/2022 23:59,CATHAY BANK C/O SECURITY VAULT WORKS,1/28/2022 20:43,14355 RAMONA AVE,CHINO,CA,91710,US,1/28/2022 20:43,108247177,#N/A,EMAIL
57-60583848,1/28/2022,6285622,SS84 Standardize Walk Up Catalog,6684MC7676,Site Order US,5180610677,108247179,1/28/2022 23:59,1/28/2022 23:59,1/31/2022 23:59,SECURITY VAULT WORKS,1/28/2022 20:41,2241 NATIONAL AVE,HAYWARD,CA,94545-1715,US,1/28/2022 20:42,108247179,#N/A,EMAIL
57-60583847,1/28/2022,6285623,SS84 Standardize Walk Up Catalog,6684MC7676,Site Order US,5180606579,108247180,1/28/2022 23:59,1/28/2022 23:59,1/31/2022 23:59,SECURITY VAULT WORKS,1/28/2022 20:40,2241 NATIONAL AVE,HAYWARD,CA,94545-1715,US,1/28/2022 20:41,108247180,#N/A,EMAIL
57-60583850,1/28/2022,6285624,SS84 Standardize Walk Up Catalog,6684MC7676,Site Order US,5180605864,108247181,1/28/2022 23:59,1/28/2022 23:59,1/31/2022 23:59,SECURITY VAULT WORKS,1/28/2022 20:39,2241 NATIONAL AVE,HAYWARD,CA,94545-1715,US,1/28/2022 20:39,108247181,#N/A,EMAIL
57-60581540,1/28/2022,6248686,SelfServ 88 Interactive Teller,6688MC2305,Site Order US,5180645199,108249413,1/28/2022 23:59,1/28/2022 23:59,1/31/2022 23:59,R.W. Dake Connecticut,1/28/2022 21:19,1070 N FARMS RD STE 3,WALLINGFORD,CT,06492-5931,US,1/28/2022 21:20,108249413,#N/A,EMAIL
57-60583896,1/30/2022,6291948,6684 Standardize WU Dip,6684MC7002,Site Order US,5194364799,108408831,2/3/2022 23:59,2/3/2022 23:59,2/9/2022 23:59,LOGIX FCU - SECURITY VAULT WORKS,2/7/2022 21:41,14355 RAMONA AVE,CHINO,CA,91710,US,2/7/2022 21:43,108408831,#N/A,EMAIL
57-60583928,2/1/2022,6282527,SS84 Digitize Walk Up Catalog,6684MC8015,Site Order US,5207350203,108677963,2/14/2022 23:59,2/14/2022 23:59,2/16/2022 23:59,Mobiloil Federal Credit Union - SVW,2/14/2022 19:15,19475 ALFORD RD,MAGNOLIA,TX,77355-6350,US,2/14/2022 19:16,108677963,26-48338,TMS
57-60583927,2/1/2022,6282509,SS84 Digitize Walk Up Catalog,6684MC8015,Site Order US,5207349307,108677962,2/14/2022 23:59,2/14/2022 23:59,2/16/2022 23:59,Mobiloil Federal Credit Union - SVW,2/14/2022 19:14,19475 ALFORD RD,MAGNOLIA,TX,77355-6350,US,2/14/2022 19:14,108677962,26-48338,TMS
57-60584005,2/1/2022,62010880,6684 Optimize WU Dip,6684MC6998,Site Order US,5209863813,108884393,2/15/2022 23:59,2/15/2022 23:59,2/18/2022 23:59,SVW FOR RIDGEWOOD SAVINGS BANK OF RIDGEWOOD NY,2/15/2022 23:12,"550 CLARK DRIVE,",BUDD LAKE,NJ,7828,US,2/15/2022 23:13,108884393,22960955,TMS
57-60583929,2/1/2022,6282508,SS84 Digitize Walk Up Catalog,6684MC8015,Site Order US,5207348518,108677961,2/14/2022 23:59,2/14/2022 23:59,2/16/2022 23:59,Mobiloil Federal Credit Union - SVW,2/14/2022 19:11,19475 ALFORD RD,MAGNOLIA,TX,77355-6350,US,2/14/2022 19:12,108677961,26-48338,TMS
57-60583374,2/2/2022,6227973,SelfServ82,6682MC1904,Site Order US,5194163788,108581952,2/8/2022 23:59,2/8/2022 23:59,2/11/2022 23:59,M & T BANK #RW DAKE MARYLAND/M&T,2/7/2022 18:27,9305 GERWIG LANE,COLUMBIA,MD,21046,US,2/7/2022 18:27,108581952,#N/A,EMAIL
57-60583377,2/2/2022,6227974,SelfServ82,6682MC1904,Site Order US,5194163690,108581953,2/8/2022 23:59,2/8/2022 23:59,2/11/2022 23:59,M & T BANK #RW DAKE MARYLAND/M&T,2/7/2022 18:26,9305 GERWIG LANE,COLUMBIA,MD,21046,US,2/7/2022 18:27,108581953,#N/A,EMAIL
57-60583373,2/2/2022,6227979,SelfServ82,6682MC1904,Site Order US,5194163568,108581954,2/8/2022 23:59,2/8/2022 23:59,2/11/2022 23:59,M & T BANK #RW DAKE MARYLAND/M&T,2/7/2022 18:26,9305 GERWIG LANE,COLUMBIA,MD,21046,US,2/7/2022 18:26,108581954,#N/A,EMAIL
57-60583375,2/2/2022,6227982,SelfServ82,6682MC1904,Site Order US,5194161627,108581955,2/9/2022 23:59,2/9/2022 23:59,2/14/2022 23:59,M & T BANK #RW DAKE MARYLAND/M&T,2/7/2022 18:24,9305 GERWIG LANE,COLUMBIA,MD,21046,US,2/7/2022 18:24,108581955,#N/A,EMAIL
57-60583376,2/2/2022,6227983,SelfServ82,6682MC1904,Site Order US,5194161110,108581956,2/8/2022 23:59,2/8/2022 23:59,2/11/2022 23:59,M & T BANK #RW DAKE MARYLAND/M&T,2/7/2022 18:23,9305 GERWIG LANE,COLUMBIA,MD,21046,US,2/7/2022 18:23,108581956,#N/A,EMAIL
57-60583378,2/4/2022,6227988,SelfServ82,6682MC1904,Site Order US,5198150486,108615986,2/9/2022 23:59,2/9/2022 23:59,2/14/2022 23:59,M & T BANK #RW DAKE MARYLAND/M&T,2/9/2022 19:20,9305 GERWIG LANE,COLUMBIA,MD,21046,US,2/9/2022 19:20,108615986,22958688,TMS
57-60583380,2/4/2022,6227987,SelfServ82,6682MC1904,Site Order US,5198150484,108615985,2/9/2022 23:59,2/9/2022 23:59,2/14/2022 23:59,M & T BANK #RW DAKE MARYLAND/M&T,2/9/2022 19:20,9305 GERWIG LANE,COLUMBIA,MD,21046,US,2/9/2022 19:20,108615985,22958688,TMS
57-60583381,2/4/2022,6227986,SelfServ82,6682MC1904,Site Order US,5198150495,108615984,2/9/2022 23:59,2/9/2022 23:59,2/14/2022 23:59,M & T BANK #RW DAKE MARYLAND/M&T,2/9/2022 19:20,9305 GERWIG LANE,COLUMBIA,MD,21046,US,2/9/2022 19:20,108615984,22958688,TMS
57-60583379,2/4/2022,6227985,SelfServ82,6682MC1904,Site Order US,5198150471,108615983,2/9/2022 23:59,2/9/2022 23:59,2/14/2022 23:59,M & T BANK #RW DAKE MARYLAND/M&T,2/9/2022 19:20,9305 GERWIG LANE,COLUMBIA,MD,21046,US,2/9/2022 19:20,108615983,22958688,TMS
57-58261362,4/10/2021,6148131,6623 DIP,6623MC2340,Site Order US,4703236260,92899199,5/14/2021 23:59,5/14/2021 23:59,5/18/2021 23:59,FIRST COMMUNITY SERVICES L.P,5/14/2021 22:15,1001 E VETERANS MEMORIAL BLVD SUITE 101H,KILLEEN,TX,76541,US,5/14/2021 22:15,92899199,#N/A,EMAIL
57-60584568,2/15/2022,6299087,SS88 Digitize Catalog,6688MC2340,Site Order US,5211663135,108973397,2/16/2022 23:59,2/16/2022 23:59,2/17/2022 23:59,Teachers Credit Union - QSI,2/16/2022 15:37,107 SCHULER DR,BARDSTOWN,KY,40004-3201,US,2/16/2022 15:38,108973397,#N/A,EMAIL
57-60585224,2/17/2022,6287585,SelfServ84 ITM,6684MC8201,Site Order US,5214013750,109013406,2/18/2022 23:59,2/18/2022 23:59,2/21/2022 23:59,SACCOS - MARTHA'S VINEYARD SAVINGS BANK,2/17/2022 15:36,1 BURLINGTON AVE,WILMINGTON,MA,01887-3926,US,2/17/2022 15:37,109013406,#N/A,EMAIL
57-58253908,1/6/2021,7169375,SelfServ84 ITM,6684MC6166,Int Ord US,4603890382,90125959,3/4/2021 23:59,3/4/2021 23:59,3/9/2021 23:59,NCR MANUFACTURING COLUMBUS GA,3/4/2021 21:08,NCR,ALPHARETTA,GA,30005,US,3/4/2021 21:09,90125959,#N/A,EMAIL
57-58253915,1/6/2021,7172468,SelfServ84,6684MC6157,Int Ord US,4832160018,97663775,7/14/2021 23:59,7/14/2021 23:59,7/16/2021 23:59,NCR MANUFACTURING COLUMBUS GA,7/14/2021 17:51,NCR,ALPHARETTA,GA,30005,US,7/14/2021 17:52,97663775,22866033,TMS
57-58254486,1/6/2021,7169375,SelfServ84 ITM,6684MC6166,Int Ord US,4603890382,90125959,3/4/2021 23:59,3/4/2021 23:59,3/9/2021 23:59,NCR MANUFACTURING COLUMBUS GA,3/4/2021 21:08,NCR,ALPHARETTA,GA,30005,US,3/4/2021 21:09,90125959,#N/A,EMAIL
57-58254487,1/6/2021,7169375,SelfServ84 ITM,6684MC6166,Int Ord US,4603890382,90125959,3/4/2021 23:59,3/4/2021 23:59,3/9/2021 23:59,NCR MANUFACTURING COLUMBUS GA,3/4/2021 21:08,NCR,ALPHARETTA,GA,30005,US,3/4/2021 21:09,90125959,#N/A,EMAIL
57-58254488,1/6/2021,7169375,SelfServ84 ITM,6684MC6166,Int Ord US,4603890382,90125959,3/4/2021 23:59,3/4/2021 23:59,3/9/2021 23:59,NCR MANUFACTURING COLUMBUS GA,3/4/2021 21:08,NCR,ALPHARETTA,GA,30005,US,3/4/2021 21:09,90125959,#N/A,EMAIL
57-58254489,1/6/2021,7169375,SelfServ84 ITM,6684MC6166,Int Ord US,4603890382,90125959,3/4/2021 23:59,3/4/2021 23:59,3/9/2021 23:59,NCR MANUFACTURING COLUMBUS GA,3/4/2021 21:08,NCR,ALPHARETTA,GA,30005,US,3/4/2021 21:09,90125959,#N/A,EMAIL
57-58254620,1/9/2021,7167545,CSID 2106 Wells Fargo Colour Customised ATM (Red/Bronze),6623MC2067,Int Ord US,4557532425,87575293,1/8/2021 23:59,1/8/2021 23:59,1/14/2021 23:59,NCR MANUFACTURING COLUMBUS GA,1/8/2021 21:19,NCR,ALPHARETTA,GA,30005,US,1/8/2021 21:19,87575293,#N/A,EMAIL
57-58254656,1/14/2021,7167985,CSID 8100 Wells Fargo Colour Customised ATM,6688MC1887,Int Ord US,4567307378,88050964,1/21/2021 23:59,1/21/2021 23:59,1/26/2021 23:59,NCR MANUFACTURING COLUMBUS GA,1/21/2021 22:19,NCR,ALPHARETTA,GA,30005,US,1/21/2021 22:19,88050964,22795565,TMS
57-58255224,1/15/2021,7170114,SelfServ84,6684MC6158,Int Ord US,4639661595,91425943,4/8/2021 23:59,4/8/2021 23:59,4/9/2021 23:59,NCR MANUFACTURING COLUMBUS GA,4/8/2021 17:13,NCR,ALPHARETTA,GA,30005,US,4/8/2021 17:14,91425943,22822783,TMS
57-58255375,1/21/2021,7167879,CSID 2106 Wells Fargo Colour Customised ATM (Red/Bronze),6623MC2067,Int Ord US,4566344288,88011950,1/20/2021 23:59,1/20/2021 23:59,1/25/2021 23:59,NCR MANUFACTURING COLUMBUS GA,1/21/2021 0:44,NCR,ALPHARETTA,GA,30005,US,1/21/2021 0:45,88011950,#N/A,EMAIL
57-58255225,1/21/2021,7167985,CSID 5100 Wells Colour Customised ATM,6684MC6177,Int Ord US,4567307415,88050964,1/21/2021 23:59,1/21/2021 23:59,1/26/2021 23:59,NCR MANUFACTURING COLUMBUS GA,1/21/2021 22:19,NCR,ALPHARETTA,GA,30005,US,1/21/2021 22:20,88050964,22795565,TMS
57-58255223,1/22/2021,7168043,CSID 4100 Wells Colour Customised ATM,6684MC6199,Int Ord US,4568239873,88111011,1/22/2021 23:59,1/22/2021 23:59,1/29/2021 23:59,NCR MANUFACTURING COLUMBUS GA,1/22/2021 21:36,NCR,ALPHARETTA,GA,30005,US,1/22/2021 21:36,88111011,22796016,TMS
57-58255243,1/24/2021,7168121,CSID 5100 Wells Colour Customised ATM,6684MC6184,Int Ord US,4571090666,88277957,1/25/2021 23:59,1/25/2021 23:59,1/30/2021 23:59,NCR MANUFACTURING COLUMBUS GA,1/26/2021 22:06,NCR,ALPHARETTA,GA,30005,US,1/26/2021 22:06,88277957,22797015,TMS
57-58255871,1/26/2021,7172110,SelfServ84 ITM,6684MC6712,Int Ord US,4807400910,97185254,7/1/2021 23:59,7/1/2021 23:59,7/6/2021 23:59,NCR MANUFACTURING COLUMBUS GA,7/1/2021 19:44,NCR,ALPHARETTA,GA,30005,US,7/1/2021 19:45,97185254,22860146,TMS
57-58256422,2/6/2021,7172468,SelfServ84,6684MC6155,Int Ord US,4832158987,97663775,7/14/2021 23:59,7/14/2021 23:59,7/16/2021 23:59,NCR MANUFACTURING COLUMBUS GA,7/14/2021 17:51,NCR,ALPHARETTA,GA,30005,US,7/14/2021 17:52,97663775,22866033,TMS
57-58256620,2/7/2021,7168655,CSID 4100 Wells Colour Customised ATM,6684MC6178,Int Ord US,4584514566,89123972,2/11/2021 23:59,2/11/2021 23:59,2/16/2021 23:59,NCR MANUFACTURING COLUMBUS GA,2/11/2021 19:53,NCR,ALPHARETTA,GA,30005,US,2/11/2021 19:53,89123972,22801833,TMS
57-58256631,2/11/2021,7168765,CSID 8100 Wells Fargo Colour Customised ATM,6688MC1996,Int Ord US,4585691044,89234946,2/12/2021 23:59,2/12/2021 23:59,2/17/2021 23:59,NCR MANUFACTURING COLUMBUS GA,2/12/2021 21:33,NCR,ALPHARETTA,GA,30005,US,2/12/2021 21:33,89234946,22802354,TMS
57-58257339,2/21/2021,7169005,CSID 8100 Wells Fargo Colour Customised ATM,6688MC1996,Int Ord US,4596889752,89737207,2/23/2021 23:59,2/23/2021 23:59,2/28/2021 23:59,NCR MANUFACTURING COLUMBUS GA,2/25/2021 20:07,NCR,ALPHARETTA,GA,30005,US,2/25/2021 20:07,89737207,1665641,TMS
57-58258778,3/6/2021,7175460,SelfServ84 ITM,6684MC6653,Int Ord US,5101895534,105584604,12/13/2021 23:59,12/13/2021 23:59,12/16/2021 23:59,NCR MANUFACTURING COLUMBUS GA,12/13/2021 22:31,NCR,ALPHARETTA,GA,30005,US,12/13/2021 22:32,105584604,22936919,TMS
57-58258779,3/6/2021,7175460,SelfServ84 ITM,6684MC6653,Int Ord US,5101895533,105584604,12/13/2021 23:59,12/13/2021 23:59,12/16/2021 23:59,NCR MANUFACTURING COLUMBUS GA,12/13/2021 22:31,NCR,ALPHARETTA,GA,30005,US,12/13/2021 22:32,105584604,22936919,TMS
57-58258791,3/12/2021,7169677,CSID 4100 Wells Colour Customised ATM,6684MC6930,Int Ord US,4617416281,90696862,3/17/2021 23:59,3/17/2021 23:59,3/22/2021 23:59,NCR MANUFACTURING COLUMBUS GA,3/18/2021 1:04,NCR,ALPHARETTA,GA,30005,US,3/18/2021 1:05,90696862,#N/A,EMAIL
57-58259721,3/21/2021,7172110,SelfServ84 ITM,6684MC6934,Int Ord US,4807400948,97185254,7/1/2021 23:59,7/1/2021 23:59,7/6/2021 23:59,NCR MANUFACTURING COLUMBUS GA,7/1/2021 19:44,NCR,ALPHARETTA,GA,30005,US,7/1/2021 19:45,97185254,22860146,TMS
57-58259728,3/21/2021,7172110,SelfServ84 ITM,6684MC6934,Int Ord US,4807400948,97185254,7/1/2021 23:59,7/1/2021 23:59,7/6/2021 23:59,NCR MANUFACTURING COLUMBUS GA,7/1/2021 19:44,NCR,ALPHARETTA,GA,30005,US,7/1/2021 19:45,97185254,22860146,TMS
57-58259731,3/21/2021,7172110,SelfServ84 ITM,6684MC6934,Int Ord US,4807400948,97185254,7/1/2021 23:59,7/1/2021 23:59,7/6/2021 23:59,NCR MANUFACTURING COLUMBUS GA,7/1/2021 19:44,NCR,ALPHARETTA,GA,30005,US,7/1/2021 19:45,97185254,22860146,TMS
57-58260696,4/8/2021,7170179,CSID 4100 Wells Colour Customised ATM,6684MC6941,Int Ord US,4645056607,91601536,4/8/2021 23:59,4/8/2021 23:59,4/13/2021 23:59,NCR MANUFACTURING COLUMBUS GA,4/12/2021 22:41,NCR,ALPHARETTA,GA,30005,US,4/12/2021 22:41,91601536,22823887,TMS
57-58260697,4/8/2021,7170179,CSID 4100 Wells Colour Customised ATM,6684MC6941,Int Ord US,4645056607,91601536,4/8/2021 23:59,4/8/2021 23:59,4/13/2021 23:59,NCR MANUFACTURING COLUMBUS GA,4/12/2021 22:41,NCR,ALPHARETTA,GA,30005,US,4/12/2021 22:41,91601536,22823887,TMS
57-58261597,4/15/2021,7173613,6684 Standardize WU Dip,6684MC6742,Int Ord US,4924039767,100158660,9/3/2021 23:59,9/3/2021 23:59,9/7/2021 23:59,NCR MANUFACTURING COLUMBUS GA,9/3/2021 20:54,NCR,ALPHARETTA,GA,30005,US,9/3/2021 20:54,100158660,#N/A,EMAIL
57-58263012,5/2/2021,7170943,CSID 4100 Wells Colour Customised ATM,6684MC7107,Int Ord US,4689129716,92503426,7/2/2021 23:59,7/2/2021 23:59,7/9/2021 23:59,NCR MANUFACTURING COLUMBUS GA,5/7/2021 12:51,NCR,ALPHARETTA,GA,30005,US,5/7/2021 12:51,92503426,#N/A,EMAIL
57-58264092,5/20/2021,7171335,CSID 5100 Wells Colour Customised ATM,6684MC7173,Int Ord US,4722265629,93345651,5/25/2021 23:59,5/25/2021 23:59,5/30/2021 23:59,NCR MANUFACTURING COLUMBUS GA,5/25/2021 21:25,NCR,ALPHARETTA,GA,30005,US,5/25/2021 21:26,93345651,#N/A,EMAIL
57-58264093,5/21/2021,7171335,CSID 5100 Wells Colour Customised ATM,6684MC7173,Int Ord US,4722265617,93345651,5/25/2021 23:59,5/25/2021 23:59,5/30/2021 23:59,NCR MANUFACTURING COLUMBUS GA,5/25/2021 21:25,NCR,ALPHARETTA,GA,30005,US,5/25/2021 21:26,93345651,#N/A,EMAIL
57-58264622,5/21/2021,7171335,CSID 2106 Wells Fargo Colour Customised ATM (Red/Bronze),6623MC2413,Int Ord US,4722265638,93345651,5/25/2021 23:59,5/25/2021 23:59,5/30/2021 23:59,NCR MANUFACTURING COLUMBUS GA,5/25/2021 21:25,NCR,ALPHARETTA,GA,30005,US,5/25/2021 21:26,93345651,#N/A,EMAIL
57-58264620,6/6/2021,7171696,CSID 2106 Wells Fargo Colour Customised ATM (Red/Bronze),6623MC2413,Int Ord US,4748709754,94650639,6/23/2021 23:59,6/23/2021 23:59,6/28/2021 23:59,NCR MANUFACTURING COLUMBUS GA,6/7/2021 15:38,NCR,ALPHARETTA,GA,30005,US,6/7/2021 15:39,94650639,#N/A,EMAIL
57-58265773,6/7/2021,7175460,SelfServ82 Interactive Teller,6682MC1939,Int Ord US,5101895535,105584604,12/13/2021 23:59,12/13/2021 23:59,12/16/2021 23:59,NCR MANUFACTURING COLUMBUS GA,12/13/2021 22:31,NCR,ALPHARETTA,GA,30005,US,12/13/2021 22:32,105584604,22936919,TMS
