SERIAL_NUMBER,OH_INV,ORDER_NUMBER,DESCRIPTION,SEGMENT1,NAME,TRANSACTION_ID,SHIPMENT_NUMBER,SCHEDULE_SHIP_DATE,SCHEDULE_SHIP_DATE,SCHEDULE_ARRIVAL_DATE,ADDRESSEE,CONFIRM_DATE,ADDRESS1,CITY,STATE,POSTAL_CODE,COUNTRY,CREATION_DATE,Delivery ID,PRO#/Tracking#,TMS_REG
57-58262239,4/24/2021,6063036,SelfServ84,6684MC6823,Standard US,4671481886,92096070,4/27/2021 23:59,4/27/2021 23:59,4/27/2021 23:59,QSI INC,4/27/2021 16:42,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,4/27/2021 16:43,92096070,#N/A,EMAIL
57-58262234,4/24/2021,6063036,SelfServ84,6684MC6823,Standard US,4671481886,92096070,4/27/2021 23:59,4/27/2021 23:59,4/27/2021 23:59,QSI INC,4/27/2021 16:42,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,4/27/2021 16:43,92096070,#N/A,EMAIL
57-58262241,4/24/2021,6063036,SelfServ84,6684MC6823,Standard US,4671481886,92096070,4/27/2021 23:59,4/27/2021 23:59,4/27/2021 23:59,QSI INC,4/27/2021 16:42,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,4/27/2021 16:43,92096070,#N/A,EMAIL
57-58262235,4/24/2021,6063036,SelfServ84,6684MC6823,Standard US,4671481886,92096070,4/27/2021 23:59,4/27/2021 23:59,4/27/2021 23:59,QSI INC,4/27/2021 16:42,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,4/27/2021 16:43,92096070,#N/A,EMAIL
57-58262238,4/24/2021,6063036,SelfServ84,6684MC6823,Standard US,4671481886,92096070,4/27/2021 23:59,4/27/2021 23:59,4/27/2021 23:59,QSI INC,4/27/2021 16:42,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,4/27/2021 16:43,92096070,#N/A,EMAIL
57-58262232,4/24/2021,6063036,SelfServ84,6684MC6823,Standard US,4671481886,92096070,4/27/2021 23:59,4/27/2021 23:59,4/27/2021 23:59,QSI INC,4/27/2021 16:42,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,4/27/2021 16:43,92096070,#N/A,EMAIL
57-58262314,4/24/2021,6091816,SelfServ84,6684MC7278,Standard US,4671800275,92133922,4/27/2021 23:59,4/27/2021 23:59,4/30/2021 23:59,MCCOLLISTER'S INSTALLATION SERVICES C/O LAUGHLIN,4/27/2021 22:39,20 PROGRESS AVENUE,NASHUA,NH,03062-1924,US,4/27/2021 22:40,92133922,22830530,TMS
57-58261428,4/24/2021,5996230,SelfServ 88 Drive Up,6688MC1963,Standard US,4739253902,93792643,6/2/2021 23:59,6/2/2021 23:59,6/9/2021 23:59,PORTLAND SAFE,6/2/2021 19:50,235 PORTLAND RD,GRAY,ME,04039-9505,US,6/2/2021 19:50,93792643,22844945,TMS
57-58262343,4/25/2021,6101364,SelfServ23 (S2),6623MC2390,Standard US,4711276815,93105203,5/19/2021 23:59,5/19/2021 23:59,5/19/2021 23:59,INFORMA BUSINESS SYSTEMS,5/19/2021 15:55,5170 HARTSHORN DRIVE,FLUSHING,MI,48433,US,5/19/2021 15:56,93105203,#N/A,EMAIL
57-58262257,4/25/2021,6130741,6684 Digitize DU Dip,6684MC6727,Standard US,4722316858,93348118,5/25/2021 23:59,5/25/2021 23:59,5/28/2021 23:59,CASE FINANCIAL,5/25/2021 22:55,701 WEAVER BLVD,ANOKA,MN,55303,US,5/25/2021 22:56,93348118,#N/A,EMAIL
57-58262249,4/25/2021,6172799,6684 Digitize DU Dip,6684MC6727,Standard US,4757552840,95938693,6/10/2021 23:59,6/10/2021 23:59,6/15/2021 23:59,SABALONI CONSTRUCTION,6/10/2021 21:21,5105 CATTANI AVE,BAKERSFIELD,CA,93308-4836,US,6/10/2021 21:21,95938693,22848779,TMS
57-58262246,4/25/2021,6138770,6684 Digitize DU Dip,6684MC6727,Standard US,4696770462,92666453,5/11/2021 23:59,5/11/2021 23:59,5/14/2021 23:59,MISSION FCU C/O ANI,5/11/2021 21:03,8940 ACTIVITY RD STE F,SAN DIEGO,CA,92126-4461,US,5/11/2021 21:04,92666453,22835821,TMS
57-58262313,4/25/2021,6106819,SS84 Digitze Drive Up Catalog,6684MC7052,Standard US,4676346330,92210451,4/29/2021 23:59,4/29/2021 23:59,5/5/2021 23:59,First Peoples Community FCU,4/30/2021 1:40,1026 MAIN ST,BERLIN,PA,15530-1489,US,4/30/2021 1:41,92210451,#N/A,EMAIL
57-58261444,4/25/2021,6287398,SelfServ 88 Drive Up,6688MC2190,Standard US,5063820797,103799619,11/22/2021 23:59,11/22/2021 23:59,11/25/2021 23:59,HAMILTON SAFE & SECURITY,11/22/2021 23:25,6640 NW 17TH AVENUE,FORT LAUDERDALE,FL,33309,US,11/22/2021 23:26,103799619,7838442,TMS
57-58262261,4/27/2021,6120812,6684 Digitize DU Dip,6684MC6727,Standard US,4694488688,92606014,5/10/2021 23:59,5/10/2021 23:59,5/13/2021 23:59,SECURITY VAULT WORKS RIGGER,5/10/2021 21:58,550 CLARK DR,BUDD LAKE,NJ,07828-4317,US,5/10/2021 21:58,92606014,22835432,TMS
57-58262261,4/27/2021,6151996,6684 Digitize DU Dip,6684MC6727,Standard US,4699080308,92748564,5/12/2021 23:59,5/12/2021 23:59,5/17/2021 23:59,RED HAWK,5/12/2021 21:14,7020 FLY RD,EAST SYRACUSE,NY,13057-9657,US,5/12/2021 21:14,92748564,22836937,TMS
57-58262266,4/27/2021,6143640,6684 Digitize DU Dip,6684MC6727,Standard US,4678152621,92257442,4/30/2021 23:59,4/30/2021 23:59,5/7/2021 23:59,COOK SECURITY GROUP,4/30/2021 21:06,9225 NE CASCADES PARKWAY,PORTLAND,OR,97220,US,4/30/2021 21:07,92257442,22832307,TMS
57-58262253,4/27/2021,6129932,6684 Digitize DU Dip,6684MC6727,Standard US,4673887554,92167468,4/28/2021 23:59,4/28/2021 23:59,5/5/2021 23:59,COOK SECURITY GROUP,4/28/2021 21:43,"6501 E TRENT, SUITE 1",SPOKANE VALLEY,WA,99212,US,4/28/2021 21:44,92167468,22830975,TMS
57-58262254,4/27/2021,6130329,6684 Digitize DU Dip,6684MC6727,Standard US,4673888102,92167471,4/28/2021 23:59,4/28/2021 23:59,5/5/2021 23:59,COOK SECURITY GROUP,4/28/2021 21:44,"6501 E TRENT, SUITE 1",SPOKANE VALLEY,WA,99212,US,4/28/2021 21:44,92167471,22830975,TMS
57-58262262,4/27/2021,6129930,6684 Digitize DU Dip,6684MC6727,Standard US,4673887544,92167467,4/28/2021 23:59,4/28/2021 23:59,5/5/2021 23:59,COOK SECURITY GROUP,4/28/2021 21:43,"6501 E TRENT, SUITE 1",SPOKANE VALLEY,WA,99212,US,4/28/2021 21:43,92167467,22830975,TMS
57-58262250,4/27/2021,6130345,6684 Digitize DU Dip,6684MC6727,Standard US,4673888354,92167472,4/28/2021 23:59,4/28/2021 23:59,5/5/2021 23:59,COOK SECURITY GROUP,4/28/2021 21:44,"6501 E TRENT, SUITE 1",SPOKANE VALLEY,WA,99212,US,4/28/2021 21:45,92167472,22830975,TMS
57-58262245,4/27/2021,6129941,6684 Digitize DU Dip,6684MC6727,Standard US,4673887910,92167470,4/28/2021 23:59,4/28/2021 23:59,5/5/2021 23:59,COOK SECURITY GROUP,4/28/2021 21:44,"6501 E TRENT, SUITE 1",SPOKANE VALLEY,WA,99212,US,4/28/2021 21:44,92167470,22830975,TMS
57-58262270,4/27/2021,6129940,6684 Digitize DU Dip,6684MC6727,Standard US,4673887674,92167469,4/28/2021 23:59,4/28/2021 23:59,5/5/2021 23:59,COOK SECURITY GROUP,4/28/2021 21:43,"6501 E TRENT, SUITE 1",SPOKANE VALLEY,WA,99212,US,4/28/2021 21:44,92167469,22830975,TMS
57-58262287,4/27/2021,6146959,6684 Optimize DU Dip,6684MC6741,Standard US,4793830320,96941606,6/25/2021 23:59,6/25/2021 23:59,6/25/2021 23:59,INFORMA BUSINESS SYSTEMS,6/25/2021 18:17,5170 HARTSHORN DRIVE,FLUSHING,MI,48433,US,6/25/2021 18:18,96941606,#N/A,EMAIL
57-58262291,4/27/2021,5926670,6684 Optimize DU Dip,6684MC6741,Standard US,4783029414,96663613,6/21/2021 23:59,6/21/2021 23:59,6/28/2021 23:59,CBTI/SECURITY VAULT WORKS,6/21/2021 22:08,122 LAFAYETTE AVE,LAUREL,MD,20707,US,6/21/2021 22:08,96663613,1717202,TMS
57-58262288,4/27/2021,6176794,6684 Optimize DU Dip,6684MC6741,Standard US,4785518545,96841723,6/22/2021 23:59,6/22/2021 23:59,6/25/2021 23:59,CASE FINANCIAL,6/22/2021 23:03,701 WEAVER BLVD,ANOKA,MN,55303,US,6/22/2021 23:03,96841723,1717997,TMS
57-58262290,4/27/2021,6168542,6684 Optimize DU Dip,6684MC6741,Standard US,4737014426,93656707,6/1/2021 23:59,6/1/2021 23:59,6/7/2021 23:59,RED HAWK FIRE & SECURITY LLC,6/1/2021 21:42,255 GREAT ARROW AVE STE 101,BUFFALO,NY,14207,US,6/1/2021 21:42,93656707,22844174,TMS
57-58262289,4/27/2021,6152423,6684 Optimize DU Dip,6684MC6741,Standard US,4765270762,96107612,6/14/2021 23:59,6/14/2021 23:59,6/17/2021 23:59,CITIZENS BANK OF RI/ TKO NJ WAREHOUSE,6/14/2021 21:40,353 RICHARD MINE RD UNIT 300,WHARTON,NJ,07885-1800,US,6/14/2021 21:41,96107612,22849808,TMS
57-58262292,4/27/2021,6146958,6684 Optimize DU Dip,6684MC6741,Standard US,4793829425,96941604,6/25/2021 23:59,6/25/2021 23:59,6/25/2021 23:59,INFORMA BUSINESS SYSTEMS,6/25/2021 18:16,5170 HARTSHORN DRIVE,FLUSHING,MI,48433,US,6/25/2021 18:17,96941604,#N/A,EMAIL
57-58262276,4/27/2021,6167603,6684 Digitize WU Dip,6684MC6745,Standard US,4737037166,93654639,6/1/2021 23:59,6/1/2021 23:59,6/7/2021 23:59,Cook Security Group,6/1/2021 22:24,973 ELKTON ROAD,COLORADO SPRINGS,CO,80907,US,6/1/2021 22:24,93654639,22844126,TMS
57-58262273,4/27/2021,6167654,6684 Digitize WU Dip,6684MC6745,Standard US,4737038375,93654641,6/1/2021 23:59,6/1/2021 23:59,6/7/2021 23:59,Cook Security Group,6/1/2021 22:25,973 ELKTON ROAD,COLORADO SPRINGS,CO,80907,US,6/1/2021 22:25,93654641,22844126,TMS
57-58262632,4/27/2021,6105782,SS84 Standardize Drive Up Catalog,6684MC7055,Standard US,4678187051,92257425,4/30/2021 23:59,4/30/2021 23:59,5/4/2021 23:59,OK TRANSFER,4/30/2021 22:20,820 E ZIMMERLY ST,WICHITA,KS,67211-3378,US,4/30/2021 22:20,92257425,22832303,TMS
57-58262263,4/28/2021,6130352,6684 Digitize DU Dip,6684MC6727,Standard US,4678152732,92257448,4/30/2021 23:59,4/30/2021 23:59,5/7/2021 23:59,COOK SECURITY GROUP,4/30/2021 21:07,"6501 E TRENT, SUITE 1",SPOKANE VALLEY,WA,99212,US,4/30/2021 21:07,92257448,22832306,TMS
57-58262304,4/28/2021,6296253,6684 Optimize DU Dip,6684MC7001,Standard US,5140887553,107202941,12/30/2021 23:59,12/30/2021 23:59,1/6/2022 23:59,FEDERAL PROTECTION INC,12/30/2021 19:28,2500 N AIRPORT COMMERCE AVE,SPRINGFIELD,MO,65803-9565,US,12/30/2021 19:29,107202941,#N/A,EMAIL
57-58262298,4/28/2021,6296253,6684 Optimize DU Dip,6684MC7001,Standard US,5140887553,107202941,12/30/2021 23:59,12/30/2021 23:59,1/6/2022 23:59,FEDERAL PROTECTION INC,12/30/2021 19:28,2500 N AIRPORT COMMERCE AVE,SPRINGFIELD,MO,65803-9565,US,12/30/2021 19:29,107202941,#N/A,EMAIL
57-58262294,4/28/2021,6259221,6684 Optimize DU Dip,6684MC7001,Standard US,5140883140,107202860,12/29/2021 23:59,12/29/2021 23:59,1/5/2022 23:59,FEDCorp,12/30/2021 19:21,101 BUSINESS PARK DR STE F,RIDGELAND,MS,39157-6008,US,12/30/2021 19:22,107202860,#N/A,EMAIL
57-58262306,4/28/2021,6266255,6684 Optimize DU Dip,6684MC7001,Standard US,5141647999,107250905,12/30/2021 23:59,12/30/2021 23:59,1/6/2022 23:59,INFORMA BUSINESS SYSTEMS,12/31/2021 20:53,5170 HARTSHORN DRIVE,FLUSHING,MI,48433,US,12/31/2021 20:54,107250905,#N/A,EMAIL
57-58262301,4/28/2021,6296253,6684 Optimize DU Dip,6684MC7001,Standard US,5140887553,107202941,12/30/2021 23:59,12/30/2021 23:59,1/6/2022 23:59,FEDERAL PROTECTION INC,12/30/2021 19:28,2500 N AIRPORT COMMERCE AVE,SPRINGFIELD,MO,65803-9565,US,12/30/2021 19:29,107202941,#N/A,EMAIL
57-58262297,4/28/2021,6259221,6684 Optimize DU Dip,6684MC7001,Standard US,5140883140,107202860,12/29/2021 23:59,12/29/2021 23:59,1/5/2022 23:59,FEDCorp,12/30/2021 19:21,101 BUSINESS PARK DR STE F,RIDGELAND,MS,39157-6008,US,12/30/2021 19:22,107202860,#N/A,EMAIL
57-58262296,4/28/2021,6305374,6684 Optimize DU Dip,6684MC7001,Standard US,5141653736,107251604,12/30/2021 23:59,12/30/2021 23:59,1/6/2022 23:59,CASE FINANCIAL,12/31/2021 20:52,701 WEAVER BLVD,ANOKA,MN,55303,US,12/31/2021 21:08,107251604,#N/A,EMAIL
57-58262303,4/28/2021,6296253,6684 Optimize DU Dip,6684MC7001,Standard US,5140887553,107202941,12/30/2021 23:59,12/30/2021 23:59,1/6/2022 23:59,FEDERAL PROTECTION INC,12/30/2021 19:28,2500 N AIRPORT COMMERCE AVE,SPRINGFIELD,MO,65803-9565,US,12/30/2021 19:29,107202941,#N/A,EMAIL
57-58262305,4/28/2021,6083801,6684 Optimize DU Dip,6684MC6741,Standard US,4796124985,96975771,6/25/2021 23:59,6/25/2021 23:59,7/5/2021 23:59,LANSWORTH ENTERPRISE SOLUTIONS,6/26/2021 19:58,9380 HOLLY ST NW STE G,COON RAPIDS,MN,55433-5856,US,6/26/2021 19:58,96975771,22856000,TMS
57-58262293,4/28/2021,6083801,6684 Optimize DU Dip,6684MC6741,Standard US,4796124985,96975771,6/25/2021 23:59,6/25/2021 23:59,7/5/2021 23:59,LANSWORTH ENTERPRISE SOLUTIONS,6/26/2021 19:58,9380 HOLLY ST NW STE G,COON RAPIDS,MN,55433-5856,US,6/26/2021 19:58,96975771,22856000,TMS
57-58262280,4/28/2021,6130080,6684 Digitize WU Dip,6684MC6745,Standard US,4681298868,92344505,5/3/2021 23:59,5/3/2021 23:59,5/10/2021 23:59,SUMMIT SOLUTION,5/3/2021 21:08,4451 EUCALYPTUS AVE STE 320,CHINO,CA,91710-9702,US,5/3/2021 21:09,92344505,22832772,TMS
57-58262284,4/28/2021,6130080,6684 Digitize WU Dip,6684MC6745,Standard US,4681298868,92344505,5/3/2021 23:59,5/3/2021 23:59,5/10/2021 23:59,SUMMIT SOLUTION,5/3/2021 21:08,4451 EUCALYPTUS AVE STE 320,CHINO,CA,91710-9702,US,5/3/2021 21:09,92344505,22832772,TMS
57-58262308,4/28/2021,6067998,SelfServ84 ITM,6684MC6852,Standard US,4694451103,92469475,5/10/2021 23:59,5/10/2021 23:59,5/10/2021 23:59,QSI INC,5/10/2021 20:49,1510 FILIATREAU LN,BARDSTOWN,KY,40004,US,5/10/2021 20:49,92469475,#N/A,EMAIL
57-58262345,4/28/2021,6107074,SelfServ84 ITM,6684MC7048,Standard US,4678175655,92257454,4/30/2021 23:59,4/30/2021 23:59,5/4/2021 23:59,FEDERAL PROTECTION INC,4/30/2021 21:56,2500 N AIRPORT COMMERCE AVE,SPRINGFIELD,MO,65803-9565,US,4/30/2021 21:56,92257454,22832302,TMS
57-58262344,4/28/2021,6106994,SelfServ84,6684MC7058,Standard US,4678045259,92257449,4/30/2021 23:59,4/30/2021 23:59,5/4/2021 23:59,ONEAZ CREDIT UNION,4/30/2021 19:00,1812 W MONROE ST,PHOENIX,AZ,85007,US,4/30/2021 19:01,92257449,22832304,TMS
57-58262346,4/28/2021,6108057,SelfServ84,6684MC7071,Standard US,4681308028,92344428,5/3/2021 23:59,5/3/2021 23:59,5/10/2021 23:59,SHIELDS BUSINESS SOLUTIONS,5/3/2021 21:29,5 TWOSOME DRIVE,MOORESTOWN,NJ,08057-1367,US,5/3/2021 21:29,92344428,2897620,TMS
57-58262310,4/28/2021,6110784,SelfServ84 ITM,6684MC7074,Standard US,4678168993,92257444,4/30/2021 23:59,4/30/2021 23:59,5/7/2021 23:59,RED HAWK FIRE & SECURITY LLC,4/30/2021 21:42,255 GREAT ARROW AVE STE 101,BUFFALO,NY,14207,US,4/30/2021 21:42,92257444,22832305,TMS
57-58262636,4/29/2021,6099895,SelfServ82 Interactive Teller,6682MC1915,Standard US,4683233403,92388426,5/3/2021 23:59,5/3/2021 23:59,5/10/2021 23:59,POMPANO WAREHOUSE/DADE COUNTY FCU,5/4/2021 21:43,2961 CENTER PORT CIR,POMPANO BEACH,FL,33064,US,5/4/2021 21:43,92388426,22833394,TMS
57-58262635,4/29/2021,6106780,SelfServ82 Interactive Teller,6682MC1921,Standard US,4681207907,92344483,5/3/2021 23:59,5/3/2021 23:59,5/10/2021 23:59,QUADRUS,5/3/2021 19:36,4647 S.W. HUBER STREET,PORTLAND,OR,97219,US,5/3/2021 19:36,92344483,2298059,TMS
57-58262637,4/29/2021,6118974,SelfServ82 Interactive Teller,6682MC1935,Standard US,4676216867,92232896,4/29/2021 23:59,4/29/2021 23:59,4/30/2021 23:59,SVW-Donald Lewis,4/29/2021 23:39,201 WEST ST.,VICTOR,IA,52347-7784,US,4/29/2021 23:39,92232896,#N/A,EMAIL
57-58262302,4/29/2021,6220497,6684 Optimize DU Dip,6684MC6741,Standard US,4976281646,102033115,9/29/2021 23:59,9/29/2021 23:59,10/6/2021 23:59,LANSWORTH ENTERPRISE SOLUTIONS,9/30/2021 1:11,9380 HOLLY ST NW STE G,COON RAPIDS,MN,55433-5856,US,9/30/2021 1:13,102033115,22902948,TMS
57-58262309,4/29/2021,6067998,SelfServ84 ITM,6684MC6852,Standard US,4694451100,92469475,5/10/2021 23:59,5/10/2021 23:59,5/10/2021 23:59,QSI INC,5/10/2021 20:49,1510 FILIATREAU LN,BARDSTOWN,KY,40004,US,5/10/2021 20:49,92469475,#N/A,EMAIL
57-58262311,4/29/2021,6108832,SelfServ84 ITM,6684MC7074,Standard US,4681294458,92338431,5/3/2021 23:59,5/3/2021 23:59,5/10/2021 23:59,RED HAWK FIRE & SECURITY LLC,5/3/2021 20:59,255 GREAT ARROW AVE STE 101,BUFFALO,NY,14207,US,5/3/2021 20:59,92338431,22832698,TMS
57-58262312,4/29/2021,6112001,SelfServ84 ITM,6684MC7090,Standard US,4685491220,92424221,5/5/2021 23:59,5/5/2021 23:59,5/12/2021 23:59,DBSI INCORPORATED,5/5/2021 21:34,6950 W MORELOS PL STE 1,CHANDLER,AZ,85226-4203,US,5/5/2021 21:34,92424221,2902161,TMS
57-58261680,4/29/2021,6106811,6688 Optimize Dip,6688MC2117,Standard US,4684822788,92378432,5/4/2021 23:59,5/4/2021 23:59,5/7/2021 23:59,TRUIST ACG,5/5/2021 13:59,6025 PARKWAY NORTH,CUMMING,GA,30040,US,5/5/2021 14:00,92378432,2298295,TMS
57-58261668,4/29/2021,6106811,6688 Optimize Dip,6688MC2117,Standard US,4684822788,92378432,5/4/2021 23:59,5/4/2021 23:59,5/7/2021 23:59,TRUIST ACG,5/5/2021 13:59,6025 PARKWAY NORTH,CUMMING,GA,30040,US,5/5/2021 14:00,92378432,2298295,TMS
57-58261662,4/29/2021,6106811,6688 Optimize Dip,6688MC2117,Standard US,4684822788,92378432,5/4/2021 23:59,5/4/2021 23:59,5/7/2021 23:59,TRUIST ACG,5/5/2021 13:59,6025 PARKWAY NORTH,CUMMING,GA,30040,US,5/5/2021 14:00,92378432,2298295,TMS
57-58261666,4/29/2021,6106811,6688 Optimize Dip,6688MC2117,Standard US,4684822788,92378432,5/4/2021 23:59,5/4/2021 23:59,5/7/2021 23:59,TRUIST ACG,5/5/2021 13:59,6025 PARKWAY NORTH,CUMMING,GA,30040,US,5/5/2021 14:00,92378432,2298295,TMS
57-58261664,4/29/2021,6106811,6688 Optimize Dip,6688MC2117,Standard US,4684822788,92378432,5/4/2021 23:59,5/4/2021 23:59,5/7/2021 23:59,TRUIST ACG,5/5/2021 13:59,6025 PARKWAY NORTH,CUMMING,GA,30040,US,5/5/2021 14:00,92378432,2298295,TMS
57-58261682,4/29/2021,6106811,6688 Optimize Dip,6688MC2117,Standard US,4684822788,92378432,5/4/2021 23:59,5/4/2021 23:59,5/7/2021 23:59,TRUIST ACG,5/5/2021 13:59,6025 PARKWAY NORTH,CUMMING,GA,30040,US,5/5/2021 14:00,92378432,2298295,TMS
57-58261685,4/29/2021,6106811,6688 Optimize Dip,6688MC2117,Standard US,4684822788,92378432,5/4/2021 23:59,5/4/2021 23:59,5/7/2021 23:59,TRUIST ACG,5/5/2021 13:59,6025 PARKWAY NORTH,CUMMING,GA,30040,US,5/5/2021 14:00,92378432,2298295,TMS
57-58261665,4/29/2021,6106811,6688 Optimize Dip,6688MC2117,Standard US,4684822788,92378432,5/4/2021 23:59,5/4/2021 23:59,5/7/2021 23:59,TRUIST ACG,5/5/2021 13:59,6025 PARKWAY NORTH,CUMMING,GA,30040,US,5/5/2021 14:00,92378432,2298295,TMS
57-58261681,4/29/2021,6106811,6688 Optimize Dip,6688MC2117,Standard US,4684822788,92378432,5/4/2021 23:59,5/4/2021 23:59,5/7/2021 23:59,TRUIST ACG,5/5/2021 13:59,6025 PARKWAY NORTH,CUMMING,GA,30040,US,5/5/2021 14:00,92378432,2298295,TMS
57-58261663,4/29/2021,6106811,6688 Optimize Dip,6688MC2117,Standard US,4684822788,92378432,5/4/2021 23:59,5/4/2021 23:59,5/7/2021 23:59,TRUIST ACG,5/5/2021 13:59,6025 PARKWAY NORTH,CUMMING,GA,30040,US,5/5/2021 14:00,92378432,2298295,TMS
57-58261673,4/29/2021,6106811,6688 Optimize Dip,6688MC2117,Standard US,4684822788,92378432,5/4/2021 23:59,5/4/2021 23:59,5/7/2021 23:59,TRUIST ACG,5/5/2021 13:59,6025 PARKWAY NORTH,CUMMING,GA,30040,US,5/5/2021 14:00,92378432,2298295,TMS
57-58262202,4/29/2021,6081887,SelfServ 88 Interactive Teller,6688MC2159,Standard US,4694451060,92469473,5/10/2021 23:59,5/10/2021 23:59,5/10/2021 23:59,QSI INC,5/10/2021 20:49,1510 FILIATREAU LANE,BARDSTOWN,KY,40004,US,5/10/2021 20:49,92469473,#N/A,EMAIL
57-58262203,4/29/2021,6087689,SelfServ 88 Drive Up,6688MC2189,Standard US,4678177849,92262627,4/30/2021 23:59,4/30/2021 23:59,5/7/2021 23:59,CASE FINANCIAL,4/30/2021 22:01,701 WEAVER BLVD,ANOKA,MN,55303,US,4/30/2021 22:02,92262627,1694200,TMS
57-58262347,4/29/2021,6092878,SS88 Standardize Drive Up Catalog,6688MC2192,Standard US,4675429328,92208425,4/29/2021 23:59,4/29/2021 23:59,5/5/2021 23:59,BANKERS SECURITY,4/29/2021 13:04,9909 E 56TH STREET,RAYTOWN,MO,64133,US,4/29/2021 13:05,92208425,#N/A,EMAIL
57-58262307,4/29/2021,6091543,SS88 Standardize Drive Up Catalog,6688MC2192,Standard US,4675429336,92208424,4/29/2021 23:59,4/29/2021 23:59,5/5/2021 23:59,BANKERS SECURITY,4/29/2021 13:04,9909 E 56TH STREET,RAYTOWN,MO,64133,US,4/29/2021 13:05,92208424,#N/A,EMAIL
57-58261669,4/30/2021,6106811,6688 Optimize Dip,6688MC2117,Standard US,4684822781,92378432,5/4/2021 23:59,5/4/2021 23:59,5/7/2021 23:59,TRUIST ACG,5/5/2021 13:59,6025 PARKWAY NORTH,CUMMING,GA,30040,US,5/5/2021 14:00,92378432,2298295,TMS
57-58261678,4/30/2021,6106811,6688 Optimize Dip,6688MC2117,Standard US,4684822781,92378432,5/4/2021 23:59,5/4/2021 23:59,5/7/2021 23:59,TRUIST ACG,5/5/2021 13:59,6025 PARKWAY NORTH,CUMMING,GA,30040,US,5/5/2021 14:00,92378432,2298295,TMS
57-58261677,4/30/2021,6106811,6688 Optimize Dip,6688MC2117,Standard US,4684822781,92378432,5/4/2021 23:59,5/4/2021 23:59,5/7/2021 23:59,TRUIST ACG,5/5/2021 13:59,6025 PARKWAY NORTH,CUMMING,GA,30040,US,5/5/2021 14:00,92378432,2298295,TMS
57-58261675,4/30/2021,6106811,6688 Optimize Dip,6688MC2117,Standard US,4684822781,92378432,5/4/2021 23:59,5/4/2021 23:59,5/7/2021 23:59,TRUIST ACG,5/5/2021 13:59,6025 PARKWAY NORTH,CUMMING,GA,30040,US,5/5/2021 14:00,92378432,2298295,TMS
57-58261661,4/30/2021,6106811,6688 Optimize Dip,6688MC2117,Standard US,4684823125,92378432,5/4/2021 23:59,5/4/2021 23:59,5/7/2021 23:59,TRUIST ACG,5/5/2021 13:59,6025 PARKWAY NORTH,CUMMING,GA,30040,US,5/5/2021 14:00,92378432,2298295,TMS
57-58262976,4/30/2021,6063053,SelfServ 88 Interactive Teller,6688MC2124,Standard US,4683094040,92374454,5/4/2021 23:59,5/4/2021 23:59,5/7/2021 23:59,JT Logistics,5/4/2021 18:15,5701 PARK AVE,DES MOINES,IA,50321-1250,US,5/4/2021 18:16,92374454,22833131,TMS
57-58262977,4/30/2021,6110251,SelfServ 88 Drive Up,6688MC2135,Standard US,4681307213,92338441,5/3/2021 23:59,5/3/2021 23:59,5/6/2021 23:59,"JJL/BMO HARRIS BANK, NA",5/3/2021 21:28,762 INDUSTRIAL DR,BENSENVILLE,IL,60106,US,5/3/2021 21:28,92338441,2897579,TMS
57-58262972,4/30/2021,6056932,SelfServ 88 Interactive Teller,6688MC2136,Standard US,4683094122,92374453,5/4/2021 23:59,5/4/2021 23:59,5/7/2021 23:59,JT Logistics,5/4/2021 18:16,5701 PARK AVE,DES MOINES,IA,50321-1250,US,5/4/2021 18:16,92374453,22833131,TMS
57-58262206,4/30/2021,6145677,SelfServ 88 Drive Up,6688MC2164,Standard US,4703118529,92898809,5/14/2021 23:59,5/14/2021 23:59,5/21/2021 23:59,BofA BLUFFTON COMMONS ISCN0112,5/14/2021 19:13,101 WINDRUSH LN,BLUFFTON,SC,29910-8924,US,5/14/2021 19:14,92898809,1700288,TMS
57-58262207,4/30/2021,6134764,SelfServ 88 Drive Up,6688MC2164,Standard US,4694488385,92606186,5/10/2021 23:59,5/10/2021 23:59,5/13/2021 23:59,BofA WILLIMANTIC PLAZA ICTN0142,5/10/2021 21:58,1589 MAIN ST,WILLIMANTIC,CT,06226-1129,US,5/10/2021 21:58,92606186,22835432,TMS
57-58262208,4/30/2021,6076052,SelfServ 88 Drive Up,6688MC2164,Standard US,4685478360,92428421,5/5/2021 23:59,5/5/2021 23:59,5/7/2021 23:59,BofA WEST KENDALL IFLN5103,5/5/2021 21:02,16686 SW 88TH ST,MIAMI,FL,33196-1002,US,5/5/2021 21:03,92428421,22833870,TMS
57-58262209,4/30/2021,6138264,SelfServ 88 Drive Up,6688MC2164,Standard US,4681297879,92349721,5/3/2021 23:59,5/3/2021 23:59,5/6/2021 23:59,BOFA_FREEHOLD WEST_INJN8068,5/3/2021 21:07,510 W MAIN ST,FREEHOLD,NJ,7728,US,5/3/2021 21:07,92349721,#N/A,EMAIL
